Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
38271-PUN,Female,49,No,Punjab,15,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.25,383.65,0,0,352.83,736.48,Stayed,Others,Others
36544-TAM,Female,59,Yes,"Tamil Nadu",1,23,"Deal 4",Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",60,1347.15,0,0,31.97,1379.12,Stayed,Others,Others
79966-ODI,Male,37,Yes,Odisha,7,7,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.95,857.2,0,0,113,970.2,Churned,Competitor,"Competitor had better devices"
39538-RAJ,Male,41,Yes,Rajasthan,1,28,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",89.4,5597.65,0,0,2806.65,8404.3,Stayed,Others,Others
45991-MAH,Female,29,No,Maharashtra,7,10,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",83.9,3233.6,0,0,1374.84,4608.44,Churned,Competitor,"Competitor offered higher download speeds"
41681-TEL,Female,26,Yes,Telangana,9,8,"Deal 2",No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",62.15,3778.85,0,0,0,3778.85,Stayed,Others,Others
96222-DEL,Female,22,Yes,Delhi,9,4,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",95,2462.55,0,0,497.34,2959.89,Stayed,Others,Others
37657-KER,Female,57,Yes,Kerala,7,27,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",91.1,1135.7,0,80,70.59,1286.29,Churned,Attitude,"Attitude of support person"
49945-AND,Female,67,No,"Andhra Pradesh",12,4,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",73.6,520,0,0,266.49,786.49,Churned,Competitor,"Competitor offered more data"
31820-ODI,Female,67,No,Odisha,9,13,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",74.45,294.45,0,0,17.16,311.61,Stayed,Others,Others
66073-WES,Female,67,No,"West Bengal",11,36,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",85.2,695.75,0,0,357.04,1052.79,Stayed,Others,Others
57886-CHH,Female,19,No,Chhattisgarh,3,12,"Deal 4",Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",54.2,690.5,0,0,287.88,978.38,Stayed,Others,Others
17689-AND,Male,57,No,"Andhra Pradesh",9,13,"Deal 5",Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",59.5,415.95,0,0,15.68,431.63,Churned,Other,Moved
45334-TAM,Female,53,Yes,"Tamil Nadu",13,23,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",80.3,4513.65,0,0,237.44,4751.09,Stayed,Others,Others
76088-WES,Female,45,No,"West Bengal",8,31,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",23.05,1255.1,0,0,998.92,2254.02,Stayed,Others,Others
44835-WES,Female,64,No,"West Bengal",3,2,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Credit Card",48.35,1067.15,0,0,133.4,1200.55,Churned,Other,"Don't know"
49899-DEL,Female,58,No,Delhi,15,20,None,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.6,939.8,0,0,263.6,1203.4,Stayed,Others,Others
63987-UTT,Female,44,No,"Uttar Pradesh",3,30,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",56.4,3948.45,0,0,0,3948.45,Stayed,Others,Others
88631-JAM,Male,51,Yes,"Jammu & Kashmir",11,19,"Deal 5",Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.65,267.35,0,0,293.34,560.69,Churned,Dissatisfaction,"Lack of self-service on Website"
15291-JHA,Male,37,No,Jharkhand,6,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.55,1067.65,0,0,2345.5,3413.15,Stayed,Others,Others
78138-HAR,Female,26,Yes,Haryana,2,22,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.9,5450.7,0,0,2572.8,8023.5,Stayed,Others,Others
11958-TAM,Female,29,No,"Tamil Nadu",2,23,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",108.45,4964.7,0,0,268.65,5233.35,Stayed,Others,Others
19520-GUJ,Male,52,No,Gujarat,10,19,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.5,1901.05,0,0,111.5,2012.55,Stayed,Others,Others
62238-PUN,Female,74,Yes,Punjab,11,15,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",100.55,4304,0,0,1594.87,5898.87,Stayed,Others,Others
45159-UTT,Female,52,Yes,"Uttar Pradesh",14,13,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19,233.55,0,0,233.76,467.31,Churned,Competitor,"Competitor made better offer"
65153-HAR,Female,54,No,Haryana,9,4,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.85,663.55,0,0,381.69,1045.24,Stayed,Others,Others
46972-ODI,Female,47,No,Odisha,14,26,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",65.1,3846.75,0,0,1437.16,5283.91,Stayed,Others,Others
24154-BIH,Male,58,No,Bihar,11,11,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",20.4,745.3,0,0,75.6,820.9,Stayed,Others,Others
87528-WES,Male,24,No,"West Bengal",10,9,"Deal 5",Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",26.35,184.05,0,0,229.68,413.73,Stayed,Others,Others
98651-AND,Female,54,No,"Andhra Pradesh",14,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.05,400,0,0,77.4,477.4,Stayed,Others,Others
76330-HAR,Female,65,Yes,Haryana,15,33,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.75,1218.25,0,0,632.32,1850.57,Stayed,Others,Others
73366-UTT,Male,21,Yes,"Uttar Pradesh",13,6,"Deal 5",Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",49.6,114.7,0,0,42.56,157.26,Churned,Dissatisfaction,"Network reliability"
95248-MAH,Female,58,Yes,Maharashtra,7,12,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",91.15,6637.9,0,0,212.4,6850.3,Stayed,Others,Others
96811-HAR,Male,40,No,Haryana,6,3,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",105.95,5341.8,0,0,1044,6385.8,Churned,Price,"Extra data charges"
25220-DEL,Female,23,Yes,Delhi,13,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",75.3,1570.7,0,0,68.46,1639.16,Stayed,Others,Others
12052-PUN,Female,33,No,Punjab,11,31,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",115,7396.15,0,0,2972.16,10368.31,Stayed,Others,Others
75965-MAD,Female,45,Yes,"Madhya Pradesh",13,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",19.15,1035.5,28.7,0,1699.98,2706.78,Stayed,Others,Others
75737-KAR,Female,70,Yes,Karnataka,1,18,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,"Credit Card",90.45,1266.1,0,0,158.34,1424.44,Churned,Competitor,"Competitor offered more data"
44835-HAR,Female,44,Yes,Haryana,5,19,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.55,389.25,0,0,192.06,581.31,Stayed,Others,Others
69960-WES,Female,49,Yes,"West Bengal",5,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",26.1,1759.55,0,0,2901.1,4660.65,Stayed,Others,Others
85997-JAM,Female,62,Yes,"Jammu & Kashmir",5,17,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",20.1,20.1,0,0,40.83,60.93,Churned,Price,"Long distance charges"
42678-JAM,Female,44,Yes,"Jammu & Kashmir",0,9,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25.45,1538.6,0,0,703.33,2241.93,Stayed,Others,Others
74238-KAR,Male,33,Yes,Karnataka,6,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.65,1025.05,0,0,1142.96,2168.01,Stayed,Others,Others
33717-AND,Male,47,Yes,"Andhra Pradesh",8,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.4,292.4,0,0,204.54,496.94,Stayed,Others,Others
97164-KAR,Female,45,Yes,Karnataka,7,8,"Deal 2",Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Mailed Check",50.2,2169.4,0,0,629.52,2798.92,Stayed,Others,Others
76411-PUN,Male,38,Yes,Punjab,10,21,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24.8,1229.1,0,0,2097.16,3326.26,Stayed,Others,Others
35143-MAH,Female,68,Yes,Maharashtra,8,19,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",80.25,303.7,0,30,35,368.7,Stayed,Others,Others
42735-WES,Female,76,Yes,"West Bengal",7,35,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.95,3186.65,0,0,1220.16,4406.81,Churned,Competitor,"Competitor made better offer"
41038-TEL,Female,72,Yes,Telangana,10,3,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",110.5,2857.6,0,0,965.52,3823.12,Stayed,Others,Others
87090-CHH,Male,63,No,Chhattisgarh,4,3,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",54.3,195.3,0,80,160.6,435.9,Churned,Price,"Long distance charges"
22329-HAR,Male,76,No,Haryana,12,20,None,No,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",34.65,768.45,0,0,0,768.45,Stayed,Others,Others
65825-JAM,Female,50,Yes,"Jammu & Kashmir",0,10,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.75,655.9,0,0,285.75,941.65,Churned,Competitor,"Competitor made better offer"
57207-ODI,Female,39,Yes,Odisha,0,23,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.8,5283.95,0,0,2605.9,7889.85,Churned,Competitor,"Competitor offered more data"
99673-JAM,Female,54,Yes,"Jammu & Kashmir",7,26,"Deal 2",No,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",56.3,2780.6,0,0,0,2780.6,Stayed,Others,Others
37267-MAH,Female,35,No,Maharashtra,1,30,"Deal 1",Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",80.45,5662.25,0,0,1887.18,7549.43,Stayed,Others,Others
21116-ASS,Female,46,Yes,Assam,15,34,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Credit Card",66.4,3958.2,0,0,947.54,4905.74,Stayed,Others,Others
55152-TAM,Female,64,No,"Tamil Nadu",10,25,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,Yes,"One Year",Yes,"Credit Card",96.55,6581.9,0,0,134.64,6716.54,Churned,Attitude,"Attitude of service provider"
74742-WES,Male,36,No,"West Bengal",0,31,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",81.3,5129.3,22.34,0,1063.04,6170,Stayed,Others,Others
77894-TAM,Female,51,Yes,"Tamil Nadu",14,4,"Deal 1",Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",66.85,4758.8,0,0,1054.8,5813.6,Stayed,Others,Others
51098-DEL,Female,61,Yes,Delhi,9,32,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",85.35,1375.15,0,0,158.88,1534.03,Churned,Dissatisfaction,"Limited range of services"
37038-PUN,Female,24,Yes,Punjab,0,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",20,860.85,0,0,1621.84,2482.69,Stayed,Others,Others
55091-JAM,Female,23,Yes,"Jammu & Kashmir",3,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.7,599.25,49.79,0,385.5,934.96,Stayed,Others,Others
25957-RAJ,Female,81,Yes,Rajasthan,6,27,None,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",43.65,526.95,0,0,0,526.95,Churned,Competitor,"Competitor had better devices"
89630-PUN,Female,65,No,Punjab,15,25,None,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",53.85,2200.7,46.66,0,210.6,2364.64,Stayed,Others,Others
98366-PUN,Female,44,Yes,Punjab,13,6,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.65,332.65,0,0,259.2,591.85,Stayed,Others,Others
43353-GUJ,Female,72,Yes,Gujarat,11,33,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.85,372.45,0,0,51.44,423.89,Churned,Other,"Don't know"
79308-AND,Male,63,No,"Andhra Pradesh",0,34,"Deal 1",No,No,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",44.05,3011.65,0,0,0,3011.65,Stayed,Others,Others
96613-WES,Male,57,No,"West Bengal",9,5,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",79.9,79.9,0,0,23.2,103.1,Churned,Attitude,"Attitude of support person"
69346-AND,Male,50,No,"Andhra Pradesh",4,4,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",110.6,7962.2,0,0,311.04,8273.24,Stayed,Others,Others
88562-TAM,Male,63,No,"Tamil Nadu",4,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.7,1482.3,0,0,496.8,1979.1,Stayed,Others,Others
89304-UTT,Female,66,Yes,"Uttar Pradesh",2,3,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",21.1,741,14.23,0,831.95,1558.72,Stayed,Others,Others
33181-AND,Male,82,Yes,"Andhra Pradesh",6,34,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,No,No,"One Year",Yes,"Credit Card",107.15,7379.8,0,50,2183.48,9613.28,Stayed,Others,Others
15066-HAR,Female,43,No,Haryana,15,9,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",84.8,6152.4,0,0,2390.57,8542.97,Stayed,Others,Others
45666-HAR,Female,40,No,Haryana,13,15,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.7,1685.9,0,0,2123.1,3809,Stayed,Others,Others
16790-RAJ,Female,60,Yes,Rajasthan,14,2,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",55.35,1636.95,0,0,0,1636.95,Stayed,Others,Others
97954-WES,Male,57,No,"West Bengal",4,8,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.35,1240.8,0,0,1401.18,2641.98,Stayed,Others,Others
67356-TAM,Male,73,Yes,"Tamil Nadu",6,9,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",89.95,1648.45,0,0,969.2,2617.65,Stayed,Others,Others
74093-ODI,Female,55,Yes,Odisha,2,35,"Deal 2",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",69.05,3842.6,0,0,1532.85,5375.45,Stayed,Others,Others
79918-MAH,Female,26,No,Maharashtra,1,20,None,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",70.05,564.4,0,0,134.19,698.59,Stayed,Others,Others
57456-CHH,Male,72,Yes,Chhattisgarh,15,6,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.55,149.55,0,0,87.92,237.47,Churned,Competitor,"Competitor made better offer"
29602-PUN,Female,62,No,Punjab,11,2,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",97.85,6841.3,0,0,184.32,7025.62,Stayed,Others,Others
23051-KAR,Male,55,No,Karnataka,12,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.45,1024.65,0,0,1553.3,2577.95,Stayed,Others,Others
66144-AND,Female,64,Yes,"Andhra Pradesh",1,31,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",-5,3344.1,0,0,567.42,3911.52,Stayed,Others,Others
59209-MAH,Male,31,No,Maharashtra,6,29,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",106.1,2249.95,0,0,458.43,2708.38,Churned,Price,"Long distance charges"
58317-MAD,Male,77,No,"Madhya Pradesh",5,33,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",80.85,4079.55,0,0,366.08,4445.63,Stayed,Others,Others
42706-MAD,Female,41,Yes,"Madhya Pradesh",0,11,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.3,913.3,0,0,689.76,1603.06,Stayed,Others,Others
94907-HAR,Male,63,No,Haryana,10,1,"Deal 4",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.6,959.9,0,0,468,1427.9,Stayed,Others,Others
51630-MAH,Male,61,Yes,Maharashtra,9,6,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,No,"Two Year",Yes,"Credit Card",108.4,7767.25,0,30,2007.36,9804.61,Stayed,Others,Others
59807-JHA,Female,25,Yes,Jharkhand,14,25,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.5,220.6,0,0,142.53,363.13,Churned,Attitude,"Attitude of service provider"
62854-MAH,Male,70,No,Maharashtra,6,2,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",110.75,5832,6.26,0,1198.08,7023.82,Stayed,Others,Others
76986-BIH,Female,59,Yes,Bihar,9,8,None,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",30.3,1380.1,0,0,0,1380.1,Churned,Dissatisfaction,"Service dissatisfaction"
94704-WES,Female,46,No,"West Bengal",10,32,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",98.4,5149.5,0,0,2212.22,7361.72,Churned,Price,"Extra data charges"
61892-MAH,Female,68,Yes,Maharashtra,4,17,"Deal 4",Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",55,757.1,0,0,257.85,1014.95,Churned,Other,"Don't know"
35755-UTT,Male,55,No,"Uttar Pradesh",5,27,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",99.35,6944.5,0,0,3360,10304.5,Stayed,Others,Others
64454-PUN,Female,61,No,Punjab,8,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.1,370.5,0,0,459.72,830.22,Stayed,Others,Others
23445-MAH,Female,46,Yes,Maharashtra,0,31,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",25.05,189.95,0,0,0,189.95,Stayed,Others,Others
35779-ODI,Female,41,No,Odisha,2,36,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",24.75,1342.15,0,0,1558.98,2901.13,Stayed,Others,Others
44514-PUN,Male,62,Yes,Punjab,12,2,"Deal 5",No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",24.25,24.25,0,0,0,24.25,Churned,Dissatisfaction,"Lack of self-service on Website"
17065-PUN,Female,52,Yes,Punjab,1,27,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,No,"One Year",No,"Credit Card",86.45,5762.95,0,150,663.68,6576.63,Stayed,Others,Others
38158-HAR,Female,46,No,Haryana,15,15,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",101.35,7323.15,0,0,3319.2,10642.35,Stayed,Others,Others
23403-WES,Female,26,No,"West Bengal",9,6,None,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",55.25,3119.9,0,0,2563.55,5683.45,Stayed,Others,Others
42100-TEL,Male,59,No,Telangana,1,7,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",24.95,190.25,0,0,0,190.25,Stayed,Others,Others
48678-MAD,Female,28,Yes,"Madhya Pradesh",10,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.05,83.3,0,0,103.2,186.5,Stayed,Others,Others
55015-WES,Female,29,No,"West Bengal",10,24,None,No,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Credit Card",46.4,812.4,0,0,0,812.4,Stayed,Others,Others
21291-MAH,Male,23,Yes,Maharashtra,11,8,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",68.5,2839.95,38.37,0,556.78,3358.36,Stayed,Others,Others
84710-MAH,Male,29,Yes,Maharashtra,7,23,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.05,834.1,0,0,59.2,893.3,Churned,Other,"Don't know"
33672-JAM,Male,62,Yes,"Jammu & Kashmir",9,4,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.4,6603,0,0,3083.85,9686.85,Churned,Competitor,"Competitor made better offer"
42868-TEL,Male,22,No,Telangana,11,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.55,128.6,0,0,105.18,233.78,Stayed,Others,Others
96225-GUJ,Female,20,No,Gujarat,10,5,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Mailed Check",19.35,324.8,0,0,364.28,689.08,Stayed,Others,Others
27709-WES,Female,67,No,"West Bengal",14,7,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",94.15,5731.85,0,0,1081.53,6813.38,Stayed,Others,Others
72278-UTT,Female,55,Yes,"Uttar Pradesh",3,21,"Deal 4",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",80,1029.35,0,0,437.97,1467.32,Stayed,Others,Others
88826-UTT,Male,24,Yes,"Uttar Pradesh",10,4,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",102.45,6654.1,0,0,2591.36,9245.46,Stayed,Others,Others
67394-MAH,Female,61,Yes,Maharashtra,0,30,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",20.05,20.05,0,0,12,32.05,Churned,Attitude,"Attitude of support person"
